2026环塔拉级赛T2量产组,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
SS9,,273,东风猛士车队,猛士M817,杜军,9:18:32,,9:18:32,T2.E
SS9,,271,东风猛士车队,猛士M817,刘飞亮,10:00:43,,10:00:43,T2.E
SS9,,260,长城坦克700K-MAN车队,坦克700,刘红武,12:00:00,"1 day, 8:45:00","1 day, 20:45:00",T2.E
SS9,,253,长城坦克Hi4T车队,坦克700 Hi4-T,杰拉德·法雷斯,12:00:00,"1 day, 10:30:00","1 day, 22:30:00",T2.E
SS9,,255,长城坦克Hi4车队,坦克500 Hi4-Z,丽贝卡·布西,12:00:00,"1 day, 18:00:00","2 days, 6:00:00",T2.E
SS9,,280,纵横G700赛车队,纵横G700,张洋,12:00:00,"1 day, 20:15:00","2 days, 8:15:00",T2.E
SS9,,272,东风猛士车队,猛士M817,钱红宇,12:00:00,"2 days, 3:30:00",63:60:00,T2.E
SS9,,291,陕西鑫齐电力赛车俱乐部,V6火炮,张战欣,12:00:00,"1 day, 8:45:00","1 day, 20:45:00",T2.3
,,,,,,,,,
赛段,SS10排名,车号,厂商/车队,车型,车手,SS10用时,罚时,SS10总成绩,组别
SS10,,271,东风猛士车队,猛士M817,刘飞亮,,,4:59:20,T2.E
SS10,,266,212越野车车队,212 T01,李强,,,5:08:07,T2.1
SS10,,276,纵横F700赛车队,纵横F700,李显玉,,,5:17:01,T2.E
SS10,,268,江西五十铃沙蜥越野车队,五十铃D-MAX,梁志辉,,,5:18:03,T2.1
SS10,,253,长城坦克Hi4T车队,坦克700 Hi4-T,杰拉德·法雷斯,5:10:19,0:10:00,5:20:19,T2.E
SS10,,262,长城坦克Hi4车队,坦克300 Hi4-T,马海龙,,,5:21:27,T2.E
SS10,,259,长城火炮永利车队,火炮V6,李晓文,,,5:21:51,T2.1
SS10,,277,纵横F700赛车队,纵横F700,梁亚洲,,,5:26:02,T2.E
SS10,,252,长城坦克Hi4车队,坦克700 Hi4-T,保·纳瓦罗,,,5:33:21,T2.E
SS10,,280,纵横G700赛车队,纵横G700,张洋,,,5:34:29,T2.E
SS10,,278,纵横G700赛车队,纵横G700,孟斌,,,5:41:02,T2.E
SS10,,279,纵横G700赛车队,纵横G700,乌日图那生,,,5:41:48,T2.E
SS10,,270,东风猛士车队,猛士M817,杜江伟,,,5:43:10,T2.E
SS10,,263,长城坦克Hi4T车队,坦克300 Hi4-T,张剑锋,,,5:49:44,T2.E
SS10,,256,长城坦克Hi4T车队,坦克300 Hi4-T,姚卫强,,,5:54:35,T2.E
SS10,,251,长城坦克700K-MAN车队,坦克700 Hi4-T,尼古拉斯,,,5:56:16,T2.E
SS10,,265,212越野车车队,212 T01,王鹏,,,5:59:17,T2.1
SS10,,261,长城坦克700K-MAN车队,坦克700,王惠军,,,6:08:55,T2.E
SS10,,269,江西五十铃沙蜥越野车队,五十铃D-MAX T,于泽顺,,,6:14:59,T2.1
SS10,,257,长城火炮永利车队,火炮V6,魏尼日勒图,,,6:28:38,T2.1
SS10,,272,东风猛士车队,猛士M817,钱红宇,,,6:33:43,T2.E
SS10,,273,东风猛士车队,猛士M817,杜军,,,6:50:04,T2.E
SS10,,275,纵横F700赛车队,纵横F700,周元福,,,6:53:50,T2.E
SS10,,267,江西五十铃沙蜥越野车队,五十铃D-MAX,王洪江,,,6:56:25,T2.1
SS10,,255,长城坦克Hi4车队,坦克500 Hi4-Z,丽贝卡·布西,8:40:00,"1 day, 9:25:00","1 day, 18:05:00",T2.E
SS10,,260,长城坦克700K-MAN车队,坦克700,刘红武,8:40:00,"1 day, 13:40:00","1 day, 22:20:00",T2.E
SS10,,258,长城火炮永利车队,火炮V6,那音太,8:40:00,"2 days, 5:25:00","2 days, 14:05:00",T2.1
,,,,,,,,,
赛段,SS11排名,车号,厂商/车队,车型,车手,SS11用时,罚时,SS11总成绩,组别
SS11,,253,长城坦克Hi4T车队,坦克700 Hi4-T,杰拉德·法雷斯,,,0:17:22,T2.E
SS11,,276,纵横F700赛车队,纵横F700,李显玉,,,0:17:52,T2.E
SS11,,277,纵横F700赛车队,纵横F700,梁亚洲,,,0:18:31,T2.E
SS11,,278,纵横G700赛车队,纵横G700,孟斌,,,0:18:32,T2.E
SS11,,272,东风猛士车队,猛士M817,钱红宇,,,0:18:33,T2.E
SS11,,279,纵横G700赛车队,纵横G700,乌日图那生,,,0:18:51,T2.E
SS11,,251,长城坦克700K-MAN车队,坦克700 Hi4-T,尼古拉斯,,,0:19:04,T2.E
SS11,,275,纵横F700赛车队,纵横F700,周元福,,,0:19:05,T2.E
SS11,,265,212越野车车队,212 T01,王鹏,,,0:19:10,T2.1
SS11,,261,长城坦克700K-MAN车队,坦克700,王惠军,,,0:19:29,T2.E
SS11,,270,东风猛士车队,猛士M817,杜江伟,,,0:20:07,T2.E
SS11,,273,东风猛士车队,猛士M817,杜军,,,0:20:28,T2.E
SS11,,257,长城火炮永利车队,火炮V6,魏尼日勒图,,,0:20:38,T2.1
SS11,,280,纵横G700赛车队,纵横G700,张洋,,,0:20:40,T2.E
SS11,,268,江西五十铃沙蜥越野车队,五十铃D-MAX,梁志辉,,,0:21:15,T2.1
SS11,,262,长城坦克Hi4车队,坦克300 Hi4-T,马海龙,,,0:21:37,T2.E
SS11,,269,江西五十铃沙蜥越野车队,五十铃D-MAX T,于泽顺,,,0:21:41,T2.1
SS11,,266,212越野车车队,212 T01,李强,,,0:21:44,T2.1
SS11,,256,长城坦克Hi4T车队,坦克300 Hi4-T,姚卫强,,,0:21:55,T2.E
SS11,,271,东风猛士车队,猛士M817,刘飞亮,,,0:25:22,T2.E
SS11,,263,长城坦克Hi4T车队,坦克300 Hi4-T,张剑锋,,,0:25:54,T2.E
SS11,,252,长城坦克Hi4车队,坦克700 Hi4-T,保·纳瓦罗,,,0:28:47,T2.E
SS11,,259,长城火炮永利车队,火炮V6,李晓文,,,0:34:58,T2.1
SS11,,267,江西五十铃沙蜥越野车队,五十铃D-MAX,王洪江,0:19:48,0:30:00,0:49:48,T2.1
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
赛段,SS12排名,车号,厂商/车队,车型,车手,SS12用时,罚时,SS12总成绩,组别
SS12,,265,212越野车车队,212 T01,王鹏,,,4:45:56,T2.1
SS12,,266,212越野车车队,212 T01,李强,,,4:59:42,T2.1
SS12,,268,江西五十铃沙蜥越野车队,五十铃D-MAX,梁志辉,,,5:19:29,T2.1
SS12,,257,长城火炮永利车队,火炮V6,魏尼日勒图,,,5:22:20,T2.1
SS12,,267,江西五十铃沙蜥越野车队,五十铃D-MAX,王洪江,,,6:10:22,T2.1
SS12,,269,江西五十铃沙蜥越野车队,五十铃D-MAX T,于泽顺,,,7:08:35,T2.1
SS12,,251,长城坦克700K-MAN车队,坦克700 Hi4-T,尼古拉斯,,,4:30:12,T2.E
SS12,,275,纵横F700赛车队,纵横F700,周元福,,,4:31:01,T2.E
SS12,,276,纵横F700赛车队,纵横F700,李显玉,,,4:41:15,T2.E
SS12,,252,长城坦克Hi4车队,坦克700 Hi4-T,保·纳瓦罗,,,4:45:16,T2.E
SS12,,263,长城坦克Hi4T车队,坦克300 Hi4-T,张剑锋,,,4:55:59,T2.E
SS12,,256,长城坦克Hi4T车队,坦克300 Hi4-T,姚卫强,,,4:56:29,T2.E
SS12,,262,长城坦克Hi4车队,坦克300 Hi4-T,马海龙,,,4:57:39,T2.E
SS12,,277,纵横F700赛车队,纵横F700,梁亚洲,,,4:59:24,T2.E
SS12,,273,东风猛士车队,猛士M817,杜军,,,5:03:14,T2.E
SS12,,270,东风猛士车队,猛士M817,杜江伟,,,5:05:04,T2.E
SS12,,261,长城坦克700K-MAN车队,坦克700,王惠军,,,5:17:37,T2.E
SS12,,253,长城坦克Hi4T车队,坦克700 Hi4-T,杰拉德·法雷斯,,,5:19:12,T2.E
SS12,,278,纵横G700赛车队,纵横G700,孟斌,,,5:53:46,T2.E
SS12,,271,东风猛士车队,猛士M817,刘飞亮,,+24:15:00,"1 day, 7:45:00",T2.E
SS12,,280,纵横G700赛车队,纵横G700,张洋,,+38:00:00,"1 day, 21:30:00",T2.E
SS12,,279,纵横G700赛车队,纵横G700,乌日图那生,,+38:45:00,"1 day, 22:15:00",T2.E
SS12,,272,东风猛士车队,猛士M817,钱红宇,,+40:00:00,"1 day, 23:30:00",T2.E
